ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _brand,Meta: _eur_price_piece,Meta: _eur_price_box,Meta: _lei_price_piece,Meta: _lei_price_box,Meta: _pieces_per_box,Meta: _vat_rate,Meta: _margin_percent,Meta: _mix_order,Meta: _min_order_qty,Meta: _zentrada_url,Meta: _country_of_origin,Meta: _ean
,simple,KP0026,"100 cutii albe din hârtie, 7.5cm",1,0,visible,"Set 100 cutii albe din hârtie.
Diametru 7.5 cm.
Ideal pentru patiserie și dulciuri.
Material sigur pentru alimente.
Ușor de asamblat și utilizat.","**Soluție Practică pentru Patiserie**
Acest set include 100 de cutii albe din hârtie, perfecte pentru ambalarea produselor de patiserie, bomboanelor sau a altor mici delicii. Cu un diametru de 7.5cm, sunt ideale pentru porții individuale sau mici cadouri dulci, adăugând o notă profesională prezentării.

**Materiale Sigure și Versatile**
Fabricate din hârtie de calitate, cutiile sunt sigure pentru contactul cu alimentele și sunt ușor de asamblat. Dimensiunile compacte le fac potrivite pentru diverse ocazii, de la evenimente speciale la utilizarea zilnică în cofetării sau acasă.",,,taxable,,1,,,0,0,,,,,1,,,7.22,Casă & Grădină,"LILY COOK, B2B",,"https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KP0026/KP0026_GLOBAL.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KP0026/KP0026_GLOBAL.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KP0026/KP0026_SITU01.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KP0026/KP0026_PP.png?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/69/49/44/images/logo_CMP_fr.png",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (24 buc)",1,0,LILY COOK,0.93,22.32,4.67,112.05,24,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/5C912E1CC707EE23B25E8E3C01776F30/100-white-paper-boxes-75cm,CHINE,3664944616559
,simple,6422465012864,"Mănuși de cauciuc Zorex, mărimea XL",1,0,visible,"Mănuși de cauciuc, mărimea XL.
Protecție ideală pentru mâini.
Potrivite pentru sarcini casnice și industriale.
Material rezistent și durabil.
Asigură confort și aderență.","**Protecție Superioară pentru Mâini**
Mănușile de cauciuc Zorex, mărimea XL, sunt concepute pentru a oferi o protecție excelentă mâinilor în timpul diverselor activități. Fie că este vorba de sarcini casnice, curățenie intensivă sau lucrări industriale ușoare, aceste mănuși asigură siguranță și confort.

**Durabilitate și Confort**
Fabricate dintr-un material rezistent, mănușile Zorex sunt durabile și reutilizabile. Designul ergonomic permite o prindere bună și o libertate de mișcare, facilitând îndeplinirea sarcinilor fără disconfort. Sunt un accesoriu indispensabil în orice gospodărie.",,,taxable,,1,,,0,0,,,,,1,,,3.34,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://i.postimg.cc/zfBcX32T/6422465012864.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/01/00/52/07/images/logo_enger-impex_fr.jpg, https://evdo8pe.cloudimg.io/v7/https://www.enger-impex.hu/shop_ordered/52540/pic/kepek/6424025015995.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://www.enger-impex.hu/shop_ordered/52540/pic/kepek/6424025016282.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://www.enger-impex.hu/shop_ordered/52540/pic/kepek/6424025016299.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (12 buc)",1,0,,0.43,5.16,2.16,25.9,12,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/F69A03542D6025453BB70AA7B39E4C79/Rubber-gloves-Zorex-XL,,6422465012864
,simple,42974,"Saci menajeri Quickpack, 120l, 110x70cm, 5 bucăți, albaștri",1,0,visible,"Saci menajeri Quickpack de 120 litri.
Dimensiuni 110x70 cm.
Pachet cu 5 bucăți, culoare albastră.
Ideali pentru deșeuri casnice și birou.
Material rezistent la rupere.","**Soluție Practică pentru Deșeuri**
Sacii menajeri Quickpack, cu o capacitate generoasă de 120 litri, sunt ideali pentru gestionarea eficientă a deșeurilor în gospodării, birouri sau spații comerciale. Dimensiunile de 110x70cm asigură o potrivire perfectă pentru majoritatea coșurilor de gunoi mari.

**Rezistență și Fiabilitate**
Fabricați din material rezistent, acești saci albaștri sunt concepuți pentru a preveni ruperea și scurgerile, oferind o soluție igienică și sigură pentru colectarea gunoiului. Pachetul conține 5 bucăți, asigurând o rezervă suficientă pentru nevoile curente.",,,taxable,,1,,,0,0,,,,,1,,,4.35,Casă & Grădină,"Quickpack, B2B",,"https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/d4/18/4f/1707921947/42974.jpg?ts=1726587383&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/34/30/92/images/salesroom.jpg, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/1e/75/e3/1707921194/43574.jpg?ts=1736810100&w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/41/1a/98/1707922012/43629.jpg?ts=1726587440&w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/2f/eb/cb/1707922554/43651.jpg?ts=1726587939&w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (40 buc)",1,0,Quickpack,0.56,22.4,2.81,112.45,40,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/3955C16542ACFDB46D8F12384266C869/Garbage-bags-120l-110x70cm-5er-blue,DE,4008284805270
,simple,68373,"Set 3 cutii de patiserie rotunde, stil nostalgic",1,0,visible,"Set 3 cutii rotunde din metal.
Design nostalgic, vintage.
Ideal pentru prăjituri și biscuiți.
Dimensiuni variate (S, M, L).
Potrivit pentru cadouri sau decor.","**Eleganță Retrò pentru Dulciuri**
Setul de 3 cutii de patiserie rotunde, cu design nostalgic, aduce un plus de farmec oricărei bucătării sau ocazii speciale. Fabricate din metal rezistent, aceste cutii sunt perfecte pentru a păstra prăjituri, biscuiți sau alte dulciuri proaspete și organizate.

**Dimensiuni Versatile și Utilizare Multifuncțională**
Setul include trei cutii de dimensiuni diferite (S, M, L), oferind flexibilitate pentru depozitarea diverselor bunătăți. Pe lângă utilizarea pentru patiserie, acestea pot servi și ca elemente decorative sau pentru a oferi cadouri ambalate cu stil, mai ales în perioada sărbătorilor.",,,taxable,,1,,,0,0,,,,,1,,,34.71,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/68373.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/12/35/46/images/logo_CEPEWA_fr.png, https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/68505.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/68506.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/68507.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (12 buc)",1,0,,4.47,53.64,22.44,269.27,12,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/390AAAB2241B870B0B237A6647CBA452/Pastry-box-nostalgia-set-of-3-round,China,4032037773134
,simple,6325,"Soluție de curățare universală Frosch cu sodă, 500ml",1,0,visible,"Soluție universală de curățare.
Formulă puternică cu sodă.
Capacitate 500 ml.
Ideal pentru curățenia casei.
Brand ecologic, eficient și sigur.","**Curățenie Eficientă și Naturală**
Soluția de curățare universală Frosch cu sodă, în recipient de 500ml, este ideală pentru o curățenie profundă și igienică în întreaga casă. Formula sa pe bază de sodă este recunoscută pentru proprietățile sale puternice de degresare și eliminare a murdăriei, lăsând suprafețele impecabile.

**Produs Ecologic și Versatil**
Frosch este un brand dedicat sustenabilității, iar acest produs nu face excepție. Este potrivit pentru diverse suprafețe lavabile, oferind o curățare eficientă fără a lăsa reziduuri chimice dăunătoare. Un aliat de încredere pentru o casă curată și un mediu sănătos.",,,taxable,,1,,,0,0,,,,,1,,,14.76,Casă & Grădină,"Frosch, B2B",,"https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/00/d8/85/1707922046/06325.jpg?ts=1726587471&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/00/d8/85/1707922046/06325.jpg?ts=1726587471&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/c6/08/9f/1734363395/06325-99.jpg?ts=1734363395&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/34/30/92/images/salesroom.jpg, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Frosch-Logo.png?force_format=webp&q=90",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (8 buc)",1,0,Frosch,1.9,15.2,9.54,76.3,8,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/27CA0E5903E3C1860C443BD2E9EFDD6C/Frog-soda-all_-purpose-cleaner-500ml,DE,4001499961502
,simple,6422465012857,Mănuși de cauciuc Zorex L,1,0,visible,"Mănuși de cauciuc rezistente
Mărimea L, potrivire confortabilă
Protecție pentru uz casnic și industrial
Ideale pentru curățenie și diverse sarcini","**Protecție Eficientă**
Aceste mănuși de cauciuc Zorex, mărimea L, sunt concepute pentru a oferi o protecție excelentă în diverse medii. Ideale atât pentru sarcini casnice, cât și pentru utilizări industriale ușoare, ele asigură siguranță și confort în timpul lucrului.

**Durabilitate și Confort**
Fabricate din materiale rezistente, mănușile Zorex protejează mâinile împotriva substanțelor iritante și a murdăriei. Designul ergonomic permite o manevrare facilă, iar mărimea L asigură o potrivire optimă pentru majoritatea utilizatorilor. Sunt o soluție practică și igienică pentru curățenie și alte activități.",,,taxable,,1,,,0,0,,,,,1,,,3.42,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://i.postimg.cc/y8nGH0jV/6422465012857.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/01/00/52/07/images/logo_enger-impex_fr.jpg, https://evdo8pe.cloudimg.io/v7/https://i.postimg.cc/FKdVBSnC/6424025015643.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://www.enger-impex.hu/shop_ordered/52540/pic/kepek/6424025015995.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://www.enger-impex.hu/shop_ordered/52540/pic/kepek/6424025016282.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (12 buc)",1,0,,0.44,5.28,2.21,26.51,12,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/98A711F17C309905196A4E29C19E1646/Rubber-gloves-Zorex-L,,6422465012857
,simple,54071,Cană de sticlă cu mâner 300ml,1,0,visible,"Cană din sticlă transparentă
Capacitate de 300ml
Mâner ergonomic pentru prindere sigură
Ideală pentru băuturi calde și reci
Ușor de curățat și întreținut","**Design Clasic și Practic**
Această cană de sticlă cu mâner, cu o capacitate de 300ml, este un accesoriu esențial pentru orice bucătărie. Ideală pentru cafea, ceai, apă sau alte băuturi, combină funcționalitatea cu un design simplu și elegant, potrivindu-se oricărui stil.

**Versatilitate în Utilizare**
Fabricată din sticlă transparentă, cana permite vizualizarea conținutului și se integrează ușor în orice decor. Mânerul robust asigură o prindere sigură și confortabilă, fiind potrivită pentru utilizarea zilnică acasă sau la birou. Este ușor de curățat și rezistentă la utilizare frecventă.",,,taxable,,1,,,0,0,,,,,1,,,6.06,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/37/45/f5/1754568803/54071.jpg?ts=1754568803&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/37/45/f5/1754568803/54071.jpg?ts=1754568803&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/e1/6e/ac/1758827612/54071-99.jpg?ts=1758827612&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/34/30/92/images/salesroom.jpg, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/4e/62/85/1707921442/54263.jpg?ts=1726586930&w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (48 buc)",1,0,,0.78,37.44,3.92,187.95,48,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/B67C4BAFB229E0E05BBF77EF2D93ADA9/Glass-mug-with-handle-300ml,TR,4326470540713
,simple,KU6158/CMFB,"Deschizător borcane din oțel inoxidabil, 2 modele asortate",1,0,visible,"Deschizător de borcane rezistent
Fabricat din oțel inoxidabil
Disponibil în 2 culori asortate
Simplifică deschiderea borcanelor
Ustensilă esențială pentru bucătărie","**Soluție Practică pentru Bucătărie**
Acest deschizător de borcane din oțel inoxidabil este un instrument indispensabil în orice bucătărie. Conceput pentru a deschide cu ușurință borcanele dificile, elimină efortul și frustrarea, transformând prepararea meselor într-o sarcină mai simplă și mai rapidă.

**Design Durabil și Versatil**
Fabricat din oțel inoxidabil de înaltă calitate, deschizătorul este robust și rezistent la coroziune. Disponibil în 2 modele asortate, în culorile verde și violet, adaugă o notă de culoare ustensilelor tale. Dimensiunile sale compacte asigură o depozitare facilă în sertarul de bucătărie.",,,taxable,,1,,,0,0,,,,,1,,,30.68,Casă & Grădină,"COOK CONCEPT, B2B",,"https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/COOK-CONCEPT_Logo_frg.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KU6158/CMFB/KU6158/CMFB_GLOBAL.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/69/49/44/images/logo_CMP_fr.png, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/COOK-CONCEPT_Logo_frg.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KU6463/KU6463_GLOBAL.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (12 buc)",1,0,COOK CONCEPT,3.95,47.4,19.83,237.95,12,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/633398D7F3C52C414DEF5B18CE8D2CB5/stainless-steel-jar-opener,-2_--times-assorted",CHINE,3561869961583
,simple,46221,"Etajeră din lemn, 3 niveluri, înălțime aprox. 35cm",1,0,visible,"Etajeră decorativă din lemn
Trei niveluri pentru expunere
Înălțime aproximativ 35 cm
Fabricată din lemn de acacia
Ideală pentru casă și bucătărie","**Eleganță Naturală și Spațiu de Depozitare**
Această etajeră din lemn, cu trei niveluri, aduce un plus de stil și funcționalitate oricărui spațiu. Cu o înălțime de aproximativ 35 cm, este ideală pentru expunerea obiectelor decorative, a plantelor mici sau pentru organizarea eficientă în bucătărie sau living.

**Material Durabil și Design Versatil**
Fabricată din lemn de acacia, etajera se remarcă prin durabilitate și aspectul său natural, adăugând o notă caldă încăperii. Fiind un produs natural, pot exista variații în formă și culoare, ceea ce îi conferă un caracter unic. Se livrează dezasamblată și este ușor de montat.",,,taxable,,1,,,0,0,,,,,1,,,112.99,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/46221.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/12/35/46/images/logo_CEPEWA_fr.png, https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/46338.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/46339.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/46340.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (6 buc)",1,0,,14.55,87.3,73.04,438.25,6,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/196D975E6DFC1F2C379CFE5AF6F1B785/Etagere-wood,-3-levels,-approx-35cm-height",China,4032037841949
,simple,012075,Capcană pentru viespi,1,0,visible,"Capcană non-toxică pentru viespi
Utilizează momeală naturală
Poate fi agățată sau așezată
Ușor de umplut și golit
Ideală pentru grădină și terasă","**Soluție Eficientă și Non-Toxică**
Această capcană pentru viespi Benson Garden oferă o metodă sigură și ecologică de a controla prezența viespilor. Fără a utiliza substanțe toxice, capcana atrage viespile cu ajutorul unei momeli naturale (bere, suc de fructe, apă cu zahăr sau miere) și le împiedică să scape odată intrate.

**Ușor de Utilizat și Versatilă**
Designul ingenios permite amplasarea capcanei atât pe o suprafață plană, cât și agățată de o ramură sau umbrelă. Este simplu de umplut și golit, asigurând o utilizare repetată pe parcursul sezonului cald. Ideală pentru grădină, terasă sau orice zonă exterioară unde viespile pot deveni o problemă.",,,taxable,,1,,,0,0,,,,,1,,,5.2,Casă & Grădină,"Benson Garden, B2B",,"https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/benson-garden-logo-cmyk_50z1pjwqmrhp.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://interboschweb.coperniapps.nl/files/012075.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://interboschweb.coperniapps.nl/files/012075.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://interboschweb.coperniapps.nl/files/012075_2.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://interboschweb.coperniapps.nl/files/012075_3.jpg?w=600&h=600&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (12 buc)",1,0,Benson Garden,0.67,8.04,3.36,40.36,12,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/D9453E8CACD10FD772FA2B5CDBED6498/Wasp-trap,,8718026580339
,simple,1056,Soluție curățare baie și duș Frosch Citrus 500ml,1,0,visible,"Curăță eficient baia și dușul
Formulă pe bază de citrice
Îndepărtează calcarul și săpunul
Lasă un parfum proaspăt
Produs ecologic, 500ml","**Curățenie Strălucitoare cu Puterea Citricelor**
Soluția de curățare Frosch Citrus este special formulată pentru a igieniza și a reda strălucirea băii și a cabinei de duș. Cu o formulă pe bază de citrice, îndepărtează eficient depunerile de calcar, reziduurile de săpun și murdăria, lăsând suprafețele impecabile și igienizate.

**Prospețime și Curățenie Ecologică**
Acest produs de 500ml nu doar curăță în profunzime, ci lasă și un parfum proaspăt de citrice în întreaga baie. Frosch este recunoscut pentru angajamentul său față de mediu, oferind soluții de curățenie eficiente, dar blânde cu natura și cu pielea, pentru o casă curată și sigură.",,,taxable,,1,,,0,0,,,,,1,,,14.76,Casă & Grădină,"Frosch, B2B",,"https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/dd/e2/51/1707922187/01056.jpg?ts=1726587602&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/dd/e2/51/1707922187/01056.jpg?ts=1726587602&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/32/41/3c/1734363384/01056-99.jpg?ts=1734363384&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/34/30/92/images/salesroom.jpg, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Frosch-Logo.png?force_format=webp&q=90",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (12 buc)",1,0,Frosch,1.9,22.8,9.54,114.46,12,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/37AB45CDD425C38068240344B4825E24/Frosch-Citrus-Shower--Bathroom-Cleaner-500ml,DE,4001499961472
,simple,KP0022,"Forme de hârtie pentru brioșe d7cm x75, 2 modele asortate",1,0,visible,"Set de 75 forme de hârtie
Diametru de 7 cm
2 modele asortate, multicolore
Ideale pentru brioșe și cupcakes
Ușor de utilizat și decorative","**Perfecțiune pentru Brioșe și Cupcakes**
Aceste forme de hârtie pentru brioșe Lily Cook, cu un diametru de 7 cm, sunt esențiale pentru orice pasionat de patiserie. Setul conține 75 de forme în 2 modele asortate, ideale pentru a coace și prezenta brioșe, cupcakes sau alte deserturi delicioase într-un mod atractiv și festiv.

**Practic și Decorativ**
Fabricate din hârtie rezistentă, formele asigură o coacere uniformă și o desprindere ușoară a produselor. Designul multicolor, asortat, adaugă o notă festivă oricărui desert, fiind perfecte pentru petreceri, evenimente speciale sau pur și simplu pentru a aduce bucurie în fiecare zi, în prepararea dulciurilor.",,,taxable,,1,,,0,0,,,,,1,,,8.54,Casă & Grădină,"LILY COOK, B2B",,"https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KP0022/KP0022_GLOBAL.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KP0022/KP0022_GLOBAL.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KP0022/KP0022_SITU01.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://eu-west-3-catalogue-cmp.s3.amazonaws.com/KP0022/KP0022_PACK01.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/69/49/44/images/logo_CMP_fr.png",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (24 buc)",1,0,LILY COOK,1.1,26.4,5.52,132.53,24,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/F8D22D95C2ED02D6FE3DB70262D5FE02/paper-muffin-tin-d7cm-x75,-2_--times-assorted",CHINE,3664944570585
,simple,5168,Sare specială Finish Calgonit 1.2kg,1,0,visible,"Sare specială pentru mașina de spălat vase.
Previne depunerile de calcar și petele de apă.
Asigură o curățare eficientă și strălucitoare.
Contribuie la protejarea mașinii de spălat vase.
Ambalaj economic de 1.2kg.","**Sare Specială pentru Mașina de Spălat Vase**
Această sare specială Finish Calgonit de 1.2kg este esențială pentru buna funcționare și întreținerea mașinii dumneavoastră de spălat vase. Produsă în Germania, formula sa avansată ajută la înmuierea apei dure, prevenind depunerile de calcar și asigurând o curățare impecabilă a vaselor.

**Protecție Eficientă și Strălucire**
Utilizarea regulată a sării Finish Calgonit contribuie la prelungirea duratei de viață a mașinii de spălat vase și la menținerea eficienței acesteia. Oferă o strălucire fără pete veselei, paharelor și tacâmurilor, lăsându-le curate și impecabile după fiecare spălare.",,,taxable,,1,,,0,0,,,,,1,,,11.34,Casă & Grădină,"Finish, B2B",,"https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/94/63/1b/1707922452/05168.jpg?ts=1736504040&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/94/63/1b/1707922452/05168.jpg?ts=1736504040&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/4e/0a/77/1736504043/05168-1.jpg?ts=1737040507&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/34/30/92/images/salesroom.jpg, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/65/20/79/1759760124/05224.jpg?ts=1759760124&w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (8 buc)",1,0,Finish,1.46,11.68,7.33,58.63,8,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/7D7D41C533EB345C0FCAD65DD316E02E/Finish-Calgonit-special-salt-12kg,DE,4002448046424
